,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id,aisle
38,2824969,118573,prior,2,0,23,30.0,21724,9,0,Stir-fry Rice Noodles,66,6,asian foods
39,3306302,119019,prior,7,6,18,6.0,21724,5,0,Stir-fry Rice Noodles,66,6,asian foods
40,2233743,50090,prior,2,5,19,7.0,8069,12,0,Rice Vinegar,66,6,asian foods
41,1480698,59607,prior,4,2,13,3.0,8069,6,0,Rice Vinegar,66,6,asian foods
42,3018911,59607,prior,11,2,15,16.0,9996,14,0,Less Sodium Soy Sauce,66,6,asian foods
43,3156054,59607,prior,3,6,22,1.0,42297,20,0,Organic Naturally Brewed Soy Sauce,66,6,asian foods
44,2118439,69458,prior,1,0,15,,22275,4,0,Sriracha Hot Chili Sauce,66,6,asian foods
45,2329606,139419,prior,19,3,8,6.0,22275,5,0,Sriracha Hot Chili Sauce,66,6,asian foods
46,2815301,139419,prior,22,5,8,19.0,22275,4,1,Sriracha Hot Chili Sauce,66,6,asian foods
47,2118439,69458,prior,1,0,15,,19041,19,0,Chicken Flavor Cup Noodles,66,6,asian foods
48,2118439,69458,prior,1,0,15,,47434,18,0,Beef Flavor Cup Noodles,66,6,asian foods
49,854909,70046,prior,5,2,15,10.0,34754,9,0,Ponzu Citrus Seasoned Dressing & Sauce,66,6,asian foods
50,253097,70046,prior,1,4,15,,25553,2,0,All Natural Hoisin Sauce,66,6,asian foods
51,2294703,70046,prior,2,4,12,7.0,20319,4,0,"Water Chestnuts, Sliced",66,6,asian foods
52,1412594,76955,prior,32,1,19,8.0,23032,7,0,Sriracha Chili Sauce,66,6,asian foods
53,54428,80816,prior,5,0,15,30.0,23032,4,0,Sriracha Chili Sauce,66,6,asian foods
54,648660,76955,prior,1,0,17,,4071,9,0,Organic Lemongrass Ginger Ramen,66,6,asian foods
55,1873988,154375,prior,4,0,19,28.0,4071,1,0,Organic Lemongrass Ginger Ramen,66,6,asian foods
56,648660,76955,prior,1,0,17,,26697,8,0,Organic Spicy Kung Pao Noodles,66,6,asian foods
57,648660,76955,prior,1,0,17,,37353,7,0,Spicy Szechuan Asian Noodle Cup,66,6,asian foods
58,1853605,91949,prior,1,1,13,,11384,13,0,Naturally Brewed Soy Sauce,66,6,asian foods
59,1266616,114871,prior,5,0,13,7.0,1597,4,0,"Soy Sauce, Tamari, Organic, Gluten-Free, Less Sodium",66,6,asian foods
60,2267319,118573,prior,27,5,10,3.0,2658,6,1,Unsweetened Coconut Milk,66,6,asian foods
61,323839,118573,prior,6,4,21,4.0,2658,21,0,Unsweetened Coconut Milk,66,6,asian foods
62,511238,118573,prior,1,4,14,,13457,4,0,Pad Thai Brown Rice Noodles,66,6,asian foods
63,1423209,119019,prior,5,0,12,16.0,17619,9,0,Premium Fish Sauce,66,6,asian foods
64,1745396,205854,train,4,0,16,30.0,17619,22,0,Premium Fish Sauce,66,6,asian foods
65,1984581,139591,prior,7,0,22,7.0,21249,21,0,Organic Ramen Noodles,66,6,asian foods
66,1984581,139591,prior,7,0,22,7.0,10565,22,0,Mellow White Miso,66,6,asian foods
67,3142778,153618,prior,6,0,15,7.0,12592,11,0,"Miso, Organic, Mellow, White",66,6,asian foods
68,1367955,153618,prior,3,0,13,6.0,4030,1,0,Egg Roll Wraps,66,6,asian foods
69,1029276,157257,prior,15,0,10,21.0,31307,23,0,Korean Kimchi,66,6,asian foods
70,599372,192566,prior,3,0,16,14.0,4966,8,0,37% Less Sodium Soy Sauce,66,6,asian foods
71,1872908,201188,prior,3,5,22,26.0,34940,2,0,Chicken Flavor Top Ramen Noodles,66,6,asian foods
72,1745396,205854,train,4,0,16,30.0,34190,17,0,Organic Coconut Cream,66,6,asian foods
73,1745396,205854,train,4,0,16,30.0,6399,20,0,Sliced Bamboo Shoots,66,6,asian foods
74,1745396,205854,train,4,0,16,30.0,27363,21,0,Green Curry Paste,66,6,asian foods
75,2808469,3214,prior,9,3,15,30.0,99,9,1,Local Living Butter Lettuce,83,4,fresh vegetables
76,556064,3214,prior,2,3,13,22.0,99,5,0,Local Living Butter Lettuce,83,4,fresh vegetables
77,2808469,3214,prior,9,3,15,30.0,18234,6,1,Organic Spinach Bunch,83,4,fresh vegetables
78,3344075,3214,prior,7,1,10,28.0,18234,6,1,Organic Spinach Bunch,83,4,fresh vegetables
79,3166823,3214,prior,3,2,18,20.0,18234,3,0,Organic Spinach Bunch,83,4,fresh vegetables
80,1984617,3214,prior,5,4,11,30.0,18234,13,1,Organic Spinach Bunch,83,4,fresh vegetables
81,2808469,3214,prior,9,3,15,30.0,15290,5,1,Orange Bell Pepper,83,4,fresh vegetables
82,1032273,3214,prior,8,2,11,22.0,15290,10,0,Orange Bell Pepper,83,4,fresh vegetables
83,2117100,22250,prior,27,5,13,11.0,15290,15,1,Orange Bell Pepper,83,4,fresh vegetables
84,355328,22250,prior,24,5,19,7.0,15290,28,1,Orange Bell Pepper,83,4,fresh vegetables
85,3089493,22250,prior,20,3,19,9.0,15290,28,0,Orange Bell Pepper,83,4,fresh vegetables
86,75986,22250,prior,37,2,17,5.0,15290,8,1,Orange Bell Pepper,83,4,fresh vegetables
87,3077163,22250,prior,34,0,17,7.0,15290,14,1,Orange Bell Pepper,83,4,fresh vegetables
88,39780,22250,prior,36,4,17,9.0,15290,9,1,Orange Bell Pepper,83,4,fresh vegetables
89,1840304,22250,prior,40,6,16,6.0,15290,11,1,Orange Bell Pepper,83,4,fresh vegetables
90,3018911,59607,prior,11,2,15,16.0,15290,11,0,Orange Bell Pepper,83,4,fresh vegetables
91,1718759,65082,prior,13,1,14,24.0,15290,6,1,Orange Bell Pepper,83,4,fresh vegetables
92,1994219,65082,prior,11,5,10,30.0,15290,10,0,Orange Bell Pepper,83,4,fresh vegetables
93,2182206,65082,prior,12,5,15,14.0,15290,6,1,Orange Bell Pepper,83,4,fresh vegetables
94,949647,76955,prior,18,6,14,6.0,15290,2,0,Orange Bell Pepper,83,4,fresh vegetables
95,573944,92615,prior,11,0,13,7.0,15290,2,0,Orange Bell Pepper,83,4,fresh vegetables
96,1980206,96353,train,4,0,9,30.0,15290,9,0,Orange Bell Pepper,83,4,fresh vegetables
97,1658525,106314,prior,7,6,16,30.0,15290,8,0,Orange Bell Pepper,83,4,fresh vegetables
98,2824969,118573,prior,2,0,23,30.0,15290,3,0,Orange Bell Pepper,83,4,fresh vegetables
99,176178,185144,prior,3,0,16,6.0,15290,10,0,Orange Bell Pepper,83,4,fresh vegetables
100,2808469,3214,prior,9,3,15,30.0,12357,4,0,Purple Cauliflower,83,4,fresh vegetables
101,2808469,3214,prior,9,3,15,30.0,38383,2,0,Organic White Onions,83,4,fresh vegetables
102,22167,106314,train,24,4,13,7.0,38383,22,1,Organic White Onions,83,4,fresh vegetables
103,1658525,106314,prior,7,6,16,30.0,38383,4,0,Organic White Onions,83,4,fresh vegetables
104,14715,109948,prior,3,0,19,30.0,38383,14,1,Organic White Onions,83,4,fresh vegetables
105,1454642,109948,prior,2,3,20,14.0,38383,16,0,Organic White Onions,83,4,fresh vegetables
106,2756904,119019,prior,15,3,7,5.0,38383,5,1,Organic White Onions,83,4,fresh vegetables
107,1977175,119019,prior,16,6,14,3.0,38383,1,1,Organic White Onions,83,4,fresh vegetables
108,1564017,119019,prior,8,6,7,30.0,38383,5,1,Organic White Onions,83,4,fresh vegetables
109,3306302,119019,prior,7,6,18,6.0,38383,4,0,Organic White Onions,83,4,fresh vegetables
110,650541,174404,prior,7,2,18,30.0,38383,2,1,Organic White Onions,83,4,fresh vegetables
111,1298611,174404,prior,6,6,17,30.0,38383,5,1,Organic White Onions,83,4,fresh vegetables
112,1088129,174404,train,8,2,18,28.0,38383,12,1,Organic White Onions,83,4,fresh vegetables
113,524846,174404,prior,3,4,16,30.0,38383,3,0,Organic White Onions,83,4,fresh vegetables
114,3282003,174404,prior,5,0,19,30.0,38383,5,1,Organic White Onions,83,4,fresh vegetables
115,1048959,174404,prior,4,3,18,13.0,38383,6,1,Organic White Onions,83,4,fresh vegetables
116,1032273,3214,prior,8,2,11,22.0,21938,9,0,Green Bell Pepper,83,4,fresh vegetables
117,3346137,55320,prior,5,6,18,5.0,21938,6,1,Green Bell Pepper,83,4,fresh vegetables
118,1451181,55320,prior,1,0,11,,21938,1,0,Green Bell Pepper,83,4,fresh vegetables
119,48939,55320,prior,2,6,16,6.0,21938,1,1,Green Bell Pepper,83,4,fresh vegetables
120,2687685,55320,prior,4,1,16,30.0,21938,1,1,Green Bell Pepper,83,4,fresh vegetables
121,3018911,59607,prior,11,2,15,16.0,21938,12,0,Green Bell Pepper,83,4,fresh vegetables
122,573944,92615,prior,11,0,13,7.0,21938,1,0,Green Bell Pepper,83,4,fresh vegetables
123,222279,92795,prior,4,5,12,22.0,21938,7,1,Green Bell Pepper,83,4,fresh vegetables
124,651565,92795,prior,3,4,12,14.0,21938,6,1,Green Bell Pepper,83,4,fresh vegetables
125,1433764,92795,prior,2,4,15,19.0,21938,5,0,Green Bell Pepper,83,4,fresh vegetables
126,3236206,112748,prior,2,6,14,7.0,21938,1,0,Green Bell Pepper,83,4,fresh vegetables
127,312766,112748,prior,3,0,18,30.0,21938,12,1,Green Bell Pepper,83,4,fresh vegetables
128,2545884,118573,train,29,4,15,10.0,21938,12,0,Green Bell Pepper,83,4,fresh vegetables
129,801681,153618,prior,5,0,12,13.0,21938,3,1,Green Bell Pepper,83,4,fresh vegetables
130,274037,153618,prior,4,1,17,15.0,21938,2,1,Green Bell Pepper,83,4,fresh vegetables
131,3234036,153618,prior,2,1,17,9.0,21938,7,0,Green Bell Pepper,83,4,fresh vegetables
132,704382,201188,train,5,6,12,30.0,21938,4,0,Green Bell Pepper,83,4,fresh vegetables
133,1983987,205854,prior,3,1,15,30.0,21938,24,0,Green Bell Pepper,83,4,fresh vegetables
134,1745396,205854,train,4,0,16,30.0,21938,19,1,Green Bell Pepper,83,4,fresh vegetables
135,1032273,3214,prior,8,2,11,22.0,28985,8,1,Michigan Organic Kale,83,4,fresh vegetables
136,3166823,3214,prior,3,2,18,20.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
137,1959414,3214,prior,1,2,11,,28985,7,0,Michigan Organic Kale,83,4,fresh vegetables
138,1053033,7350,train,5,0,13,17.0,28985,7,1,Michigan Organic Kale,83,4,fresh vegetables
139,3206236,7350,prior,1,6,18,,28985,12,0,Michigan Organic Kale,83,4,fresh vegetables
140,2027498,15244,prior,1,0,14,,28985,3,0,Michigan Organic Kale,83,4,fresh vegetables
141,2990012,42668,prior,5,0,10,9.0,28985,10,0,Michigan Organic Kale,83,4,fresh vegetables
142,121905,65082,prior,3,0,13,10.0,28985,9,0,Michigan Organic Kale,83,4,fresh vegetables
143,1403776,65082,prior,5,1,9,15.0,28985,14,1,Michigan Organic Kale,83,4,fresh vegetables
144,2946290,70611,prior,16,6,16,18.0,28985,11,1,Michigan Organic Kale,83,4,fresh vegetables
145,1523135,70611,prior,3,4,12,7.0,28985,11,0,Michigan Organic Kale,83,4,fresh vegetables
146,1900859,70611,prior,9,2,14,9.0,28985,2,1,Michigan Organic Kale,83,4,fresh vegetables
147,2009094,70611,prior,6,2,13,10.0,28985,7,1,Michigan Organic Kale,83,4,fresh vegetables
148,2039649,98814,prior,3,0,11,14.0,28985,3,0,Michigan Organic Kale,83,4,fresh vegetables
149,1480285,106314,prior,21,3,15,7.0,28985,16,1,Michigan Organic Kale,83,4,fresh vegetables
150,22167,106314,train,24,4,13,7.0,28985,19,1,Michigan Organic Kale,83,4,fresh vegetables
151,1658525,106314,prior,7,6,16,30.0,28985,6,0,Michigan Organic Kale,83,4,fresh vegetables
152,2160861,118573,prior,28,1,21,3.0,28985,9,1,Michigan Organic Kale,83,4,fresh vegetables
153,2824969,118573,prior,2,0,23,30.0,28985,11,0,Michigan Organic Kale,83,4,fresh vegetables
154,3142778,153618,prior,6,0,15,7.0,28985,5,0,Michigan Organic Kale,83,4,fresh vegetables
155,650541,174404,prior,7,2,18,30.0,28985,1,1,Michigan Organic Kale,83,4,fresh vegetables
156,1298611,174404,prior,6,6,17,30.0,28985,15,0,Michigan Organic Kale,83,4,fresh vegetables
157,1088129,174404,train,8,2,18,28.0,28985,5,1,Michigan Organic Kale,83,4,fresh vegetables
158,1399842,174418,prior,11,6,12,30.0,28985,5,1,Michigan Organic Kale,83,4,fresh vegetables
159,2989121,174418,prior,10,4,13,24.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
160,2609279,174418,prior,9,1,16,30.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
161,1858502,174418,prior,13,2,11,7.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
162,780403,174418,prior,12,2,13,3.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
163,3006619,174418,prior,3,0,13,3.0,28985,5,1,Michigan Organic Kale,83,4,fresh vegetables
164,1526752,174418,prior,2,4,12,2.0,28985,1,1,Michigan Organic Kale,83,4,fresh vegetables
165,2995724,174418,prior,1,2,10,,28985,6,0,Michigan Organic Kale,83,4,fresh vegetables
166,2870439,174418,prior,5,2,10,30.0,28985,3,1,Michigan Organic Kale,83,4,fresh vegetables
167,2591093,174418,prior,7,5,10,9.0,28985,4,1,Michigan Organic Kale,83,4,fresh vegetables
168,821857,174418,prior,6,3,15,15.0,28985,3,1,Michigan Organic Kale,83,4,fresh vegetables
169,3344075,3214,prior,7,1,10,28.0,8424,5,1,Broccoli Crown,83,4,fresh vegetables
170,1984617,3214,prior,5,4,11,30.0,8424,8,0,Broccoli Crown,83,4,fresh vegetables
171,1132941,59607,prior,1,0,21,,8424,10,0,Broccoli Crown,83,4,fresh vegetables
172,2925416,80893,prior,2,0,18,26.0,8424,4,0,Broccoli Crown,83,4,fresh vegetables
173,2545884,118573,train,29,4,15,10.0,8424,2,1,Broccoli Crown,83,4,fresh vegetables
174,2765260,118573,prior,24,3,12,6.0,8424,7,0,Broccoli Crown,83,4,fresh vegetables
175,1064900,154375,train,32,3,14,10.0,8424,6,0,Broccoli Crown,83,4,fresh vegetables
176,3344075,3214,prior,7,1,10,28.0,41690,7,1,California Cauliflower,83,4,fresh vegetables
177,2788213,3214,prior,6,1,11,11.0,41690,6,0,California Cauliflower,83,4,fresh vegetables
178,1559052,70611,prior,17,5,15,30.0,41690,4,0,California Cauliflower,83,4,fresh vegetables
179,650541,174404,prior,7,2,18,30.0,41690,4,0,California Cauliflower,83,4,fresh vegetables
180,1088129,174404,train,8,2,18,28.0,41690,6,1,California Cauliflower,83,4,fresh vegetables
181,1032273,3214,prior,8,2,11,22.0,21405,5,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
182,3166823,3214,prior,3,2,18,20.0,21405,14,0,"Organic Red Radish, Bunch",83,4,fresh vegetables
183,1705037,20996,prior,1,3,12,,21405,9,0,"Organic Red Radish, Bunch",83,4,fresh vegetables
184,3186839,42668,prior,37,5,11,7.0,21405,9,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
185,2977889,42668,prior,32,3,9,5.0,21405,20,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
186,485845,42668,prior,9,2,10,19.0,21405,24,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
187,1320927,42668,prior,7,5,12,6.0,21405,12,0,"Organic Red Radish, Bunch",83,4,fresh vegetables
188,1282533,42668,prior,24,6,13,4.0,21405,14,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
189,648143,42668,prior,14,2,13,7.0,21405,8,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
190,1113409,154375,prior,22,0,22,6.0,21405,6,1,"Organic Red Radish, Bunch",83,4,fresh vegetables
191,3252930,154375,prior,15,0,9,25.0,21405,1,0,"Organic Red Radish, Bunch",83,4,fresh vegetables
192,3121789,3214,train,10,4,11,30.0,4605,10,0,Yellow Onions,83,4,fresh vegetables
193,335035,7350,prior,4,4,17,5.0,4605,6,0,Yellow Onions,83,4,fresh vegetables
194,557505,16464,prior,1,6,13,,4605,14,0,Yellow Onions,83,4,fresh vegetables
195,747220,21945,prior,16,0,11,7.0,4605,9,1,Yellow Onions,83,4,fresh vegetables
196,1966116,21945,prior,31,6,15,6.0,4605,1,1,Yellow Onions,83,4,fresh vegetables
197,3420673,21945,prior,12,0,15,14.0,4605,26,0,Yellow Onions,83,4,fresh vegetables
198,1903164,52407,prior,3,5,11,17.0,4605,4,0,Yellow Onions,83,4,fresh vegetables
199,3346137,55320,prior,5,6,18,5.0,4605,13,0,Yellow Onions,83,4,fresh vegetables
200,687441,55320,train,6,6,17,7.0,4605,9,1,Yellow Onions,83,4,fresh vegetables
201,1029207,59607,prior,12,6,18,4.0,4605,2,1,Yellow Onions,83,4,fresh vegetables
202,3018911,59607,prior,11,2,15,16.0,4605,4,1,Yellow Onions,83,4,fresh vegetables
203,1132941,59607,prior,1,0,21,,4605,9,0,Yellow Onions,83,4,fresh vegetables
204,2832960,70611,prior,10,2,20,7.0,4605,8,0,Yellow Onions,83,4,fresh vegetables
205,1854466,76955,prior,27,0,11,7.0,4605,9,1,Yellow Onions,83,4,fresh vegetables
206,749887,76955,prior,24,0,14,2.0,4605,4,1,Yellow Onions,83,4,fresh vegetables
207,1018062,76955,prior,6,2,16,21.0,4605,5,1,Yellow Onions,83,4,fresh vegetables
208,1969868,76955,prior,4,1,12,14.0,4605,13,0,Yellow Onions,83,4,fresh vegetables
209,1911841,76955,prior,20,0,12,12.0,4605,1,1,Yellow Onions,83,4,fresh vegetables
210,222279,92795,prior,4,5,12,22.0,4605,3,1,Yellow Onions,83,4,fresh vegetables
211,1433764,92795,prior,2,4,15,19.0,4605,6,0,Yellow Onions,83,4,fresh vegetables
212,22167,106314,train,24,4,13,7.0,4605,21,1,Yellow Onions,83,4,fresh vegetables
213,805179,106314,prior,3,3,13,20.0,4605,15,0,Yellow Onions,83,4,fresh vegetables
214,3250058,112149,prior,7,5,17,9.0,4605,10,1,Yellow Onions,83,4,fresh vegetables
215,2770055,112149,prior,4,4,19,8.0,4605,22,0,Yellow Onions,83,4,fresh vegetables
216,312766,112748,prior,3,0,18,30.0,4605,9,0,Yellow Onions,83,4,fresh vegetables
217,2545884,118573,train,29,4,15,10.0,4605,14,1,Yellow Onions,83,4,fresh vegetables
218,2765260,118573,prior,24,3,12,6.0,4605,10,0,Yellow Onions,83,4,fresh vegetables
219,1231357,118573,prior,26,2,9,4.0,4605,2,1,Yellow Onions,83,4,fresh vegetables
220,3234036,153618,prior,2,1,17,9.0,4605,6,0,Yellow Onions,83,4,fresh vegetables
221,3201853,171560,prior,1,0,18,,4605,4,0,Yellow Onions,83,4,fresh vegetables
222,2808469,3214,prior,9,3,15,30.0,49683,17,0,Cucumber Kirby,83,4,fresh vegetables
223,3121789,3214,train,10,4,11,30.0,49683,8,1,Cucumber Kirby,83,4,fresh vegetables
224,716236,16464,prior,4,1,13,12.0,49683,19,0,Cucumber Kirby,83,4,fresh vegetables
225,1404803,21945,prior,18,1,17,11.0,49683,7,1,Cucumber Kirby,83,4,fresh vegetables
226,946057,21945,prior,15,0,17,0.0,49683,1,1,Cucumber Kirby,83,4,fresh vegetables
227,2430479,21945,prior,4,0,16,7.0,49683,1,0,Cucumber Kirby,83,4,fresh vegetables
228,3420673,21945,prior,12,0,15,14.0,49683,3,1,Cucumber Kirby,83,4,fresh vegetables
229,1173016,21945,prior,11,0,17,7.0,49683,3,1,Cucumber Kirby,83,4,fresh vegetables
230,1193171,21945,prior,10,0,16,8.0,49683,10,1,Cucumber Kirby,83,4,fresh vegetables
231,355328,22250,prior,24,5,19,7.0,49683,2,1,Cucumber Kirby,83,4,fresh vegetables
232,989392,22250,prior,23,5,2,8.0,49683,3,1,Cucumber Kirby,83,4,fresh vegetables
233,3089493,22250,prior,20,3,19,9.0,49683,27,1,Cucumber Kirby,83,4,fresh vegetables
234,1352295,22250,prior,15,2,13,5.0,49683,14,1,Cucumber Kirby,83,4,fresh vegetables
235,3260363,22250,prior,17,4,10,9.0,49683,21,1,Cucumber Kirby,83,4,fresh vegetables
236,2978932,22250,prior,16,2,9,7.0,49683,20,1,Cucumber Kirby,83,4,fresh vegetables
237,2016219,22250,prior,11,2,11,29.0,49683,26,0,Cucumber Kirby,83,4,fresh vegetables
238,732988,22250,prior,12,5,10,10.0,49683,18,1,Cucumber Kirby,83,4,fresh vegetables
239,947974,32499,prior,7,1,20,14.0,49683,6,1,Cucumber Kirby,83,4,fresh vegetables
240,1718049,32499,prior,2,1,15,30.0,49683,1,1,Cucumber Kirby,83,4,fresh vegetables
241,2724214,32499,prior,1,6,15,,49683,2,0,Cucumber Kirby,83,4,fresh vegetables
242,2708339,32499,prior,3,6,17,30.0,49683,1,1,Cucumber Kirby,83,4,fresh vegetables
243,2676846,59607,prior,2,5,20,5.0,49683,8,0,Cucumber Kirby,83,4,fresh vegetables
244,846998,59607,prior,6,1,12,9.0,49683,1,1,Cucumber Kirby,83,4,fresh vegetables
245,2517772,59607,prior,5,6,14,4.0,49683,5,1,Cucumber Kirby,83,4,fresh vegetables
246,2597635,69458,prior,5,1,13,30.0,49683,6,1,Cucumber Kirby,83,4,fresh vegetables
247,2118439,69458,prior,1,0,15,,49683,15,0,Cucumber Kirby,83,4,fresh vegetables
248,3390139,70611,prior,19,3,14,19.0,49683,4,1,Cucumber Kirby,83,4,fresh vegetables
249,1523135,70611,prior,3,4,12,7.0,49683,6,0,Cucumber Kirby,83,4,fresh vegetables
250,1900859,70611,prior,9,2,14,9.0,49683,6,1,Cucumber Kirby,83,4,fresh vegetables
251,1854466,76955,prior,27,0,11,7.0,49683,1,1,Cucumber Kirby,83,4,fresh vegetables
252,1361372,76955,prior,22,2,0,27.0,49683,7,1,Cucumber Kirby,83,4,fresh vegetables
253,2661311,76955,prior,23,5,19,10.0,49683,6,1,Cucumber Kirby,83,4,fresh vegetables
254,1803720,76955,prior,31,0,16,4.0,49683,2,1,Cucumber Kirby,83,4,fresh vegetables
255,1499722,76955,prior,29,2,17,15.0,49683,11,1,Cucumber Kirby,83,4,fresh vegetables
256,964087,76955,prior,2,0,22,7.0,49683,5,0,Cucumber Kirby,83,4,fresh vegetables
257,2775133,76955,prior,12,1,17,8.0,49683,2,1,Cucumber Kirby,83,4,fresh vegetables
258,1853605,91949,prior,1,1,13,,49683,16,0,Cucumber Kirby,83,4,fresh vegetables
259,1008243,102413,prior,10,0,16,28.0,49683,2,1,Cucumber Kirby,83,4,fresh vegetables
260,2593903,102413,prior,7,6,17,30.0,49683,5,1,Cucumber Kirby,83,4,fresh vegetables
261,1342971,102413,prior,4,1,14,29.0,49683,15,0,Cucumber Kirby,83,4,fresh vegetables
262,906368,114297,prior,3,2,22,7.0,49683,14,0,Cucumber Kirby,83,4,fresh vegetables
263,1266616,114871,prior,5,0,13,7.0,49683,12,0,Cucumber Kirby,83,4,fresh vegetables
264,2972730,118573,prior,15,5,17,12.0,49683,4,1,Cucumber Kirby,83,4,fresh vegetables
265,2719781,118573,prior,23,4,7,10.0,49683,4,1,Cucumber Kirby,83,4,fresh vegetables
266,2765260,118573,prior,24,3,12,6.0,49683,12,1,Cucumber Kirby,83,4,fresh vegetables
267,743087,118573,prior,7,6,14,9.0,49683,2,1,Cucumber Kirby,83,4,fresh vegetables
268,2121021,118573,prior,4,5,9,4.0,49683,10,1,Cucumber Kirby,83,4,fresh vegetables
269,2398295,118573,prior,3,1,14,8.0,49683,10,0,Cucumber Kirby,83,4,fresh vegetables
